provincia_nombre,provincia_id,grupo_etario_madre,anio,cantidad
Corrientes,18,40-44,2019,582
Corrientes,18,40-44,2020,546
Corrientes,18,40-44,2021,510
Corrientes,18,40-44,2022,551
Corrientes,18,40-44,2023,496
Corrientes,18,40-44,2024,448
Corrientes,18,45-49,2012,41
Corrientes,18,45-49,2013,34
Corrientes,18,45-49,2014,26
Corrientes,18,45-49,2015,23
Corrientes,18,45-49,2016,25
Corrientes,18,45-49,2017,33
Corrientes,18,45-49,2018,34
Corrientes,18,45-49,2019,24
Corrientes,18,45-49,2020,32
Corrientes,18,45-49,2021,15
Corrientes,18,45-49,2022,22
Corrientes,18,45-49,2023,27
Corrientes,18,45-49,2024,20
Entre Rios,NA,10-14,2012,142
Entre Rios,NA,10-14,2013,140
Entre Rios,NA,10-14,2014,140
Entre Rios,NA,10-14,2015,129
Entre Rios,NA,10-14,2016,113
Entre Rios,NA,10-14,2017,90
Entre Rios,NA,10-14,2018,76
Entre Rios,NA,10-14,2019,86
Entre Rios,NA,10-14,2020,54
Entre Rios,NA,10-14,2021,48
Entre Rios,NA,10-14,2022,31
Entre Rios,NA,10-14,2023,31
Entre Rios,NA,10-14,2024,31
Entre Rios,NA,15-19,2012,4005
Entre Rios,NA,15-19,2013,3883
Entre Rios,NA,15-19,2014,4130
Entre Rios,NA,15-19,2015,3812
Entre Rios,NA,15-19,2016,3503
Entre Rios,NA,15-19,2017,3237
Entre Rios,NA,15-19,2018,2978
Entre Rios,NA,15-19,2019,2337
Entre Rios,NA,15-19,2020,1876
Entre Rios,NA,15-19,2021,1598
Entre Rios,NA,15-19,2022,1364
Entre Rios,NA,15-19,2023,1251
Entre Rios,NA,15-19,2024,1057
Entre Rios,NA,20-24,2012,5458
Entre Rios,NA,20-24,2013,5552
Entre Rios,NA,20-24,2014,5791
Entre Rios,NA,20-24,2015,5807
Entre Rios,NA,20-24,2016,5506
Entre Rios,NA,20-24,2017,5254
Entre Rios,NA,20-24,2018,5147
Entre Rios,NA,20-24,2019,4610
Entre Rios,NA,20-24,2020,3985
Entre Rios,NA,20-24,2021,3711
Entre Rios,NA,20-24,2022,3394
Entre Rios,NA,20-24,2023,3212
Entre Rios,NA,20-24,2024,2910
Entre Rios,NA,25-29,2012,5012
Entre Rios,NA,25-29,2013,5092
Entre Rios,NA,25-29,2014,5397
Entre Rios,NA,25-29,2015,5350
Entre Rios,NA,25-29,2016,5227
Entre Rios,NA,25-29,2017,5231
Entre Rios,NA,25-29,2018,5122
Entre Rios,NA,25-29,2019,4662
Entre Rios,NA,25-29,2020,4253
Entre Rios,NA,25-29,2021,4119
Entre Rios,NA,25-29,2022,3702
Entre Rios,NA,25-29,2023,3549
Entre Rios,NA,25-29,2024,3168
Entre Rios,NA,30-34,2012,4656
Entre Rios,NA,30-34,2013,4563
Entre Rios,NA,30-34,2014,4739
Entre Rios,NA,30-34,2015,4532
Entre Rios,NA,30-34,2016,4465
Entre Rios,NA,30-34,2017,4474
Entre Rios,NA,30-34,2018,4301
Entre Rios,NA,30-34,2019,4054
Entre Rios,NA,30-34,2020,3867
Entre Rios,NA,30-34,2021,3843
Entre Rios,NA,30-34,2022,3522
Entre Rios,NA,30-34,2023,3137
Entre Rios,NA,30-34,2024,2871
Entre Rios,NA,35-39,2012,2416
Entre Rios,NA,35-39,2013,2471
Entre Rios,NA,35-39,2014,2591
Entre Rios,NA,35-39,2015,2688
Entre Rios,NA,35-39,2016,2723
Entre Rios,NA,35-39,2017,2700
Entre Rios,NA,35-39,2018,2653
Entre Rios,NA,35-39,2019,2395
Entre Rios,NA,35-39,2020,2295
Entre Rios,NA,35-39,2021,2276
Entre Rios,NA,35-39,2022,2193
Entre Rios,NA,35-39,2023,2004
Entre Rios,NA,35-39,2024,1746
Entre Rios,NA,40-44,2012,528
Entre Rios,NA,40-44,2013,582
Entre Rios,NA,40-44,2014,593
Entre Rios,NA,40-44,2015,605
Entre Rios,NA,40-44,2016,617
Entre Rios,NA,40-44,2017,632
Entre Rios,NA,40-44,2018,610
Entre Rios,NA,40-44,2019,604
Entre Rios,NA,40-44,2020,681
Entre Rios,NA,40-44,2021,604
Entre Rios,NA,40-44,2022,569
Entre Rios,NA,40-44,2023,620
Entre Rios,NA,40-44,2024,486
Entre Rios,NA,45-49,2012,31
Entre Rios,NA,45-49,2013,23
Entre Rios,NA,45-49,2014,27
Entre Rios,NA,45-49,2015,32
Entre Rios,NA,45-49,2016,31
Entre Rios,NA,45-49,2017,35
Entre Rios,NA,45-49,2018,38
Entre Rios,NA,45-49,2019,31
Entre Rios,NA,45-49,2020,32
Entre Rios,NA,45-49,2021,29
Entre Rios,NA,45-49,2022,36
Entre Rios,NA,45-49,2023,43
Entre Rios,NA,45-49,2024,34
Formosa,34,10-14,2012,156
Formosa,34,10-14,2013,156
Formosa,34,10-14,2014,163
Formosa,34,10-14,2015,137
Formosa,34,10-14,2016,136
Formosa,34,10-14,2017,112
Formosa,34,10-14,2018,142
Formosa,34,10-14,2019,119
Formosa,34,10-14,2020,81
Formosa,34,10-14,2021,96
Formosa,34,10-14,2022,77
Formosa,34,10-14,2023,70
Formosa,34,10-14,2024,52
Formosa,34,15-19,2012,2605
Formosa,34,15-19,2013,2628
Formosa,34,15-19,2014,2708
Formosa,34,15-19,2015,2639
Formosa,34,15-19,2016,2411
Formosa,34,15-19,2017,2348
Formosa,34,15-19,2018,2337
Formosa,34,15-19,2019,1807
Formosa,34,15-19,2020,1478
Formosa,34,15-19,2021,1322
Formosa,34,15-19,2022,1128
Formosa,34,15-19,2023,1061
Formosa,34,15-19,2024,826
Formosa,34,20-24,2012,3145
Formosa,34,20-24,2013,3166
Formosa,34,20-24,2014,3392
Formosa,34,20-24,2015,3296
Formosa,34,20-24,2016,3178
Formosa,34,20-24,2017,3134
Formosa,34,20-24,2018,3267
Formosa,34,20-24,2019,2815
Formosa,34,20-24,2020,2497
Formosa,34,20-24,2021,2302
Formosa,34,20-24,2022,2163
Formosa,34,20-24,2023,2093
Formosa,34,20-24,2024,1663
Formosa,34,25-29,2012,2219
Formosa,34,25-29,2013,2264
Formosa,34,25-29,2014,2481
Formosa,34,25-29,2015,2326
Formosa,34,25-29,2016,2360
Formosa,34,25-29,2017,2470
Formosa,34,25-29,2018,2437
Formosa,34,25-29,2019,2295
Formosa,34,25-29,2020,2239
Formosa,34,25-29,2021,2100
Formosa,34,25-29,2022,2196
Formosa,34,25-29,2023,1989
Formosa,34,25-29,2024,1652
Formosa,34,30-34,2012,1797
Formosa,34,30-34,2013,1771
Formosa,34,30-34,2014,1806
Formosa,34,30-34,2015,1834
Formosa,34,30-34,2016,1645
Formosa,34,30-34,2017,1717
Formosa,34,30-34,2018,1810
Formosa,34,30-34,2019,1663
Formosa,34,30-34,2020,1548
Formosa,34,30-34,2021,1498
Formosa,34,30-34,2022,1544
Formosa,34,30-34,2023,1479
Formosa,34,30-34,2024,1233
Formosa,34,35-39,2012,940
Formosa,34,35-39,2013,892
Formosa,34,35-39,2014,1027
Formosa,34,35-39,2015,1042
Formosa,34,35-39,2016,925
Formosa,34,35-39,2017,1051
Formosa,34,35-39,2018,996
Formosa,34,35-39,2019,921
Formosa,34,35-39,2020,830
Formosa,34,35-39,2021,872
Formosa,34,35-39,2022,817
Formosa,34,35-39,2023,799
Formosa,34,35-39,2024,632
Formosa,34,40-44,2012,253
Formosa,34,40-44,2013,227
Formosa,34,40-44,2014,244
Formosa,34,40-44,2015,275
Formosa,34,40-44,2016,252
Formosa,34,40-44,2017,257
Formosa,34,40-44,2018,281
Formosa,34,40-44,2019,286
Formosa,34,40-44,2020,258
Formosa,34,40-44,2021,224
Formosa,34,40-44,2022,257
Formosa,34,40-44,2023,230
Formosa,34,40-44,2024,184
Formosa,34,45-49,2012,18
Formosa,34,45-49,2013,10
Formosa,34,45-49,2014,19
Formosa,34,45-49,2015,11
Formosa,34,45-49,2016,14
Formosa,34,45-49,2017,16
Formosa,34,45-49,2018,14
Formosa,34,45-49,2019,8
Formosa,34,45-49,2020,10
Formosa,34,45-49,2021,9
Formosa,34,45-49,2022,12
Formosa,34,45-49,2023,11
Formosa,34,45-49,2024,8
Jujuy,38,10-14,2012,64
Jujuy,38,10-14,2013,67
Jujuy,38,10-14,2014,82
Jujuy,38,10-14,2015,67
Jujuy,38,10-14,2016,47
Jujuy,38,10-14,2017,38
Jujuy,38,10-14,2018,43
Jujuy,38,10-14,2019,30
Jujuy,38,10-14,2020,23
Jujuy,38,10-14,2021,30
Jujuy,38,10-14,2022,16
Jujuy,38,10-14,2023,10
Jujuy,38,10-14,2024,11
Jujuy,38,15-19,2012,2340
Jujuy,38,15-19,2013,2370
Jujuy,38,15-19,2014,2547
Jujuy,38,15-19,2015,2338
Jujuy,38,15-19,2016,2045
Jujuy,38,15-19,2017,1866
Jujuy,38,15-19,2018,1714
Jujuy,38,15-19,2019,1274
Jujuy,38,15-19,2020,952
Jujuy,38,15-19,2021,698
Jujuy,38,15-19,2022,555
Jujuy,38,15-19,2023,442
Jujuy,38,15-19,2024,405
Jujuy,38,20-24,2012,3194
Jujuy,38,20-24,2013,3251
Jujuy,38,20-24,2014,3535
Jujuy,38,20-24,2015,3407
Jujuy,38,20-24,2016,3173
Jujuy,38,20-24,2017,2935
Jujuy,38,20-24,2018,3076
Jujuy,38,20-24,2019,2602
Jujuy,38,20-24,2020,2112
Jujuy,38,20-24,2021,1830
Jujuy,38,20-24,2022,1595
Jujuy,38,20-24,2023,1335
Jujuy,38,20-24,2024,1161
Jujuy,38,25-29,2012,2835
Jujuy,38,25-29,2013,2766
Jujuy,38,25-29,2014,2993
Jujuy,38,25-29,2015,2715
Jujuy,38,25-29,2016,2645
Jujuy,38,25-29,2017,2688
Jujuy,38,25-29,2018,2709
Jujuy,38,25-29,2019,2425
Jujuy,38,25-29,2020,2340
Jujuy,38,25-29,2021,2252
Jujuy,38,25-29,2022,2101
Jujuy,38,25-29,2023,2008
Jujuy,38,25-29,2024,1720
Jujuy,38,30-34,2012,2370
Jujuy,38,30-34,2013,2442
Jujuy,38,30-34,2014,2536
Jujuy,38,30-34,2015,2330
Jujuy,38,30-34,2016,2251
Jujuy,38,30-34,2017,2191
Jujuy,38,30-34,2018,2137
Jujuy,38,30-34,2019,2058
Jujuy,38,30-34,2020,1924
Jujuy,38,30-34,2021,1863
Jujuy,38,30-34,2022,1882
Jujuy,38,30-34,2023,1648
Jujuy,38,30-34,2024,1472
Jujuy,38,35-39,2012,1428
Jujuy,38,35-39,2013,1365
Jujuy,38,35-39,2014,1576
Jujuy,38,35-39,2015,1530
Jujuy,38,35-39,2016,1445
Jujuy,38,35-39,2017,1436
Jujuy,38,35-39,2018,1500
Jujuy,38,35-39,2019,1308
Jujuy,38,35-39,2020,1271
Jujuy,38,35-39,2021,1213
Jujuy,38,35-39,2022,1097
Jujuy,38,35-39,2023,1076
Jujuy,38,35-39,2024,897
Jujuy,38,40-44,2012,329
Jujuy,38,40-44,2013,325
Jujuy,38,40-44,2014,376
Jujuy,38,40-44,2015,391
Jujuy,38,40-44,2016,379
Jujuy,38,40-44,2017,393
Jujuy,38,40-44,2018,421
Jujuy,38,40-44,2019,426
Jujuy,38,40-44,2020,370
Jujuy,38,40-44,2021,337
Jujuy,38,40-44,2022,359
Jujuy,38,40-44,2023,377
Jujuy,38,40-44,2024,256
Jujuy,38,45-49,2012,15
Jujuy,38,45-49,2013,15
Jujuy,38,45-49,2014,17
Jujuy,38,45-49,2015,15
Jujuy,38,45-49,2016,24
Jujuy,38,45-49,2017,16
Jujuy,38,45-49,2018,13
Jujuy,38,45-49,2019,14
Jujuy,38,45-49,2020,19
Jujuy,38,45-49,2021,21
Jujuy,38,45-49,2022,20
Jujuy,38,45-49,2023,17
Jujuy,38,45-49,2024,13
La Pampa,42,10-14,2012,16
La Pampa,42,10-14,2013,28
La Pampa,42,10-14,2014,22
La Pampa,42,10-14,2015,16
La Pampa,42,10-14,2016,15
La Pampa,42,10-14,2017,12
La Pampa,42,10-14,2018,11
La Pampa,42,10-14,2019,10
La Pampa,42,10-14,2020,6
La Pampa,42,10-14,2021,3
La Pampa,42,10-14,2022,6
La Pampa,42,10-14,2023,4
La Pampa,42,10-14,2024,8
La Pampa,42,15-19,2012,843
La Pampa,42,15-19,2013,859
La Pampa,42,15-19,2014,840
La Pampa,42,15-19,2015,736
La Pampa,42,15-19,2016,679
La Pampa,42,15-19,2017,629
La Pampa,42,15-19,2018,534
La Pampa,42,15-19,2019,416
La Pampa,42,15-19,2020,311
La Pampa,42,15-19,2021,276
La Pampa,42,15-19,2022,261
La Pampa,42,15-19,2023,209
La Pampa,42,15-19,2024,222
La Pampa,42,20-24,2012,1400
La Pampa,42,20-24,2013,1486
La Pampa,42,20-24,2014,1489
La Pampa,42,20-24,2015,1334
La Pampa,42,20-24,2016,1245
La Pampa,42,20-24,2017,1226
La Pampa,42,20-24,2018,1114
La Pampa,42,20-24,2019,921
La Pampa,42,20-24,2020,909
La Pampa,42,20-24,2021,833
La Pampa,42,20-24,2022,760
La Pampa,42,20-24,2023,720
La Pampa,42,20-24,2024,655
La Pampa,42,25-29,2012,1251
La Pampa,42,25-29,2013,1320
La Pampa,42,25-29,2014,1429
La Pampa,42,25-29,2015,1417
La Pampa,42,25-29,2016,1354
La Pampa,42,25-29,2017,1279
La Pampa,42,25-29,2018,1265
La Pampa,42,25-29,2019,1111
La Pampa,42,25-29,2020,1006
La Pampa,42,25-29,2021,974
La Pampa,42,25-29,2022,924
La Pampa,42,25-29,2023,863
La Pampa,42,25-29,2024,805
La Pampa,42,30-34,2012,1184
La Pampa,42,30-34,2013,1182
La Pampa,42,30-34,2014,1149
